id,name,price,stock
570,Premium Pet Aquarium Pellets #570,774.00,5
571,Roasted Coffee Mocha Mix #571,355.00,8
572,Sweet Tea Oolong Tin #572,316.75,11
573,Light Snack Cheese Crackers #573,59.75,14
574,Special Drink Iced Tea Bottle #574,69.00,17
575,Local Bakery Baguette #575,207.49,20
576,Fresh Dairy Whole Milk 1L #576,78.00,23
577,Classic Pantry Pasta 500g #577,124.00,26
578,Original Frozen Veggie Mix #578,376.25,29
579,Salted Produce Carrot Pack #579,78.25,32
580,Spicy Meat Pork Loin #580,255.49,35
581,Deluxe Bath Body Wash #581,152.49,38
582,Imported Clean All-Purpose Spray #582,372.00,41
583,Natural Office Notebook A5 #583,118.49,44
584,Organic Tech USB-C Cable #584,1498.75,47
585,Premium Pet Bird Seed #585,457.00,50
586,Roasted Coffee Latte Powder #586,253.25,53
587,Sweet Tea Earl Grey Box #587,489.75,56
588,Light Snack Granola Bar #588,75.75,59
589,Special Drink Energy Drink #589,163.75,62
590,Local Bakery Croissant #590,91.00,65
591,Fresh Dairy Skim Milk 1L #591,305.75,68
592,Classic Pantry Olive Oil 500ml #592,388.50,71
593,Original Frozen Frozen Dumplings #593,452.50,74
594,Salted Produce Sweet Onion #594,126.99,77
595,Spicy Meat Sausage Pack #595,632.99,80
596,Deluxe Bath Toothpaste #596,151.00,83
597,Imported Clean Bleach Bottle #597,284.49,86
598,Natural Office Sticky Notes #598,198.50,89
599,Organic Tech Phone Charger #599,2482.49,92
600,Premium Pet Dog Food 1kg #600,622.50,95
601,Roasted Coffee Cappuccino Sticks #601,519.00,98
602,Sweet Tea Jasmine Pearls #602,233.00,6
603,Light Snack Trail Mix #603,38.25,9
604,Special Drink Sports Drink #604,156.99,12
605,Local Bakery Cinnamon Roll #605,177.00,15
606,Fresh Dairy Greek Yogurt #606,149.75,18
607,Classic Pantry Soy Sauce 1L #607,181.75,21
608,Original Frozen Frozen Pizza #608,391.49,24
609,Salted Produce Garlic Bulb #609,71.99,27
610,Spicy Meat Lamb Chops #610,907.75,30
611,Deluxe Bath Mouthwash #611,225.25,33
612,Imported Clean Floor Wax #612,215.99,36
613,Natural Office Highlighter #613,47.00,39
614,Organic Tech Earphones #614,310.99,42
615,Premium Pet Cat Food 1kg #615,142.50,45
616,Roasted Coffee Espresso Beans #616,469.50,48
617,Sweet Tea Hibiscus Leaves #617,348.50,51
618,Light Snack Popcorn Bag #618,216.49,54
619,Special Drink Juice Box #619,138.00,57
620,Local Bakery Banana Bread #620,55.50,60
621,Fresh Dairy Cheddar Block #621,298.75,63
622,Classic Pantry Brown Sugar 1kg #622,36.49,66
623,Original Frozen Ice Cream Tub #623,248.00,69
624,Salted Produce Red Apple #624,76.00,72
625,Spicy Meat Turkey Slice #625,1163.25,75
626,Deluxe Bath Deodorant #626,331.00,78
627,Imported Clean Glass Cleaner #627,196.25,81
628,Natural Office Stapler #628,62.00,84
629,Organic Tech Power Bank #629,1807.25,87
630,Premium Pet Pet Treats #630,339.25,90
631,Roasted Coffee Arabica Grounds #631,573.50,93
632,Sweet Tea Green Tea Bags #632,194.99,96
633,Light Snack Beef Jerky #633,196.49,99
634,Special Drink Coconut Water #634,71.75,7
635,Local Bakery Muffin #635,32.75,10
636,Fresh Dairy Mozzarella Ball #636,205.75,13
637,Classic Pantry Iodized Salt #637,181.75,16
638,Original Frozen Frozen Berries #638,314.49,19
639,Salted Produce Banana Bunch #639,15.99,22
640,Spicy Meat Pork Belly #640,459.49,25
641,Deluxe Bath Hand Sanitizer #641,300.00,28
642,Imported Clean Trash Bags #642,255.00,31
643,Natural Office Tape Roll #643,12.99,34
644,Organic Tech HDMI Cable #644,1019.25,37
645,Premium Pet Cat Litter #645,709.49,40
646,Roasted Coffee Cold Brew Concentrate #646,207.75,43
647,Sweet Tea Black Tea Loose #647,173.50,46
648,Light Snack Potato Chips #648,29.49,49
649,Special Drink Lemonade Bottle #649,86.75,52
650,Local Bakery Bagel #650,80.50,55
651,Fresh Dairy Butter Stick #651,408.49,58
652,Classic Pantry Black Pepper #652,329.75,61
653,Original Frozen French Fries #653,481.75,64
654,Salted Produce Cavendish #654,75.49,67
655,Spicy Meat Chicken Breast #655,242.99,70
656,Deluxe Bath Bar Soap #656,331.25,73
657,Imported Clean Sponge Pack #657,304.49,76
658,Natural Office Eraser #658,220.00,79
659,Organic Tech Wireless Mouse #659,1423.99,82
660,Premium Pet Dog Toy #660,600.00,85
661,Roasted Coffee Instant Sachets #661,370.49,88
662,Sweet Tea Chamomile Pouch #662,109.50,91
663,Light Snack Tortilla Chips #663,72.50,94
664,Special Drink Mineral Water 500ml #664,149.25,97
665,Local Bakery Donut #665,45.99,5
666,Fresh Dairy Cream Cheese #666,323.75,8
667,Classic Pantry Vinegar Bottle #667,490.49,11
668,Original Frozen Chicken Nuggets #668,139.99,14
669,Salted Produce Green Lettuce #669,26.99,17
670,Spicy Meat Ground Beef #670,1382.00,20
671,Deluxe Bath Shampoo 200ml #671,43.25,23
672,Imported Clean Laundry Pod #672,230.00,26
673,Natural Office Marker Pen #673,98.99,29
674,Organic Tech Keyboard #674,1362.00,32
675,Premium Pet Pet Shampoo #675,857.00,35
676,Roasted Coffee Decaf Pods #676,270.00,38
677,Sweet Tea Matcha Powder #677,268.99,41
678,Light Snack Pretzel Sticks #678,100.75,44
679,Special Drink Soda Can 330ml #679,95.00,47
680,Local Bakery Sourdough Loaf #680,186.49,50
681,Fresh Dairy Whipping Cream #681,340.75,53
682,Classic Pantry Tomato Sauce #682,111.00,56
683,Original Frozen Fish Fillet #683,559.75,59
684,Salted Produce Cherry Tomato #684,123.00,62
685,Spicy Meat Bacon Strips #685,958.00,65
686,Deluxe Bath Conditioner 200ml #686,180.00,68
687,Imported Clean Dish Soap #687,66.50,71
688,Natural Office Ballpen Black #688,89.75,74
689,Organic Tech Webcam #689,829.49,77
690,Premium Pet Aquarium Pellets #690,805.49,80
691,Roasted Coffee Mocha Mix #691,564.00,83
692,Sweet Tea Oolong Tin #692,341.00,86
693,Light Snack Cheese Crackers #693,164.00,89
694,Special Drink Iced Tea Bottle #694,147.75,92
695,Local Bakery Baguette #695,123.25,95
696,Fresh Dairy Whole Milk 1L #696,285.49,98
697,Classic Pantry Pasta 500g #697,343.25,6
698,Original Frozen Veggie Mix #698,467.25,9
699,Salted Produce Carrot Pack #699,124.99,12
700,Spicy Meat Pork Loin #700,1064.50,15
701,Deluxe Bath Body Wash #701,221.99,18
702,Imported Clean All-Purpose Spray #702,379.50,21
703,Natural Office Notebook A5 #703,54.49,24
704,Organic Tech USB-C Cable #704,212.50,27
705,Premium Pet Bird Seed #705,355.49,30
706,Roasted Coffee Latte Powder #706,193.25,33
707,Sweet Tea Earl Grey Box #707,359.49,36
708,Light Snack Granola Bar #708,195.00,39
709,Special Drink Energy Drink #709,145.49,42
710,Local Bakery Croissant #710,209.49,45
711,Fresh Dairy Skim Milk 1L #711,209.99,48
712,Classic Pantry Olive Oil 500ml #712,408.49,51
713,Original Frozen Frozen Dumplings #713,583.50,54
714,Salted Produce Sweet Onion #714,99.49,57
715,Spicy Meat Sausage Pack #715,1423.00,60
716,Deluxe Bath Toothpaste #716,135.99,63
717,Imported Clean Bleach Bottle #717,162.25,66
718,Natural Office Sticky Notes #718,161.99,69
719,Organic Tech Phone Charger #719,2227.25,72
720,Premium Pet Dog Food 1kg #720,932.75,75
721,Roasted Coffee Cappuccino Sticks #721,484.25,78
722,Sweet Tea Jasmine Pearls #722,196.50,81
723,Light Snack Trail Mix #723,29.50,84
724,Special Drink Sports Drink #724,135.75,87
725,Local Bakery Cinnamon Roll #725,125.75,90
726,Fresh Dairy Greek Yogurt #726,299.49,93
727,Classic Pantry Soy Sauce 1L #727,231.25,96
728,Original Frozen Frozen Pizza #728,298.49,99
729,Salted Produce Garlic Bulb #729,107.00,7
730,Spicy Meat Lamb Chops #730,1498.49,10
731,Deluxe Bath Mouthwash #731,280.99,13
732,Imported Clean Floor Wax #732,347.50,16
733,Natural Office Highlighter #733,107.25,19
734,Organic Tech Earphones #734,498.99,22
735,Premium Pet Cat Food 1kg #735,865.25,25
736,Roasted Coffee Espresso Beans #736,289.00,28
737,Sweet Tea Hibiscus Leaves #737,369.25,31
738,Light Snack Popcorn Bag #738,206.75,34
739,Special Drink Juice Box #739,47.75,37
740,Local Bakery Banana Bread #740,172.75,40
741,Fresh Dairy Cheddar Block #741,135.75,43
742,Classic Pantry Brown Sugar 1kg #742,471.25,46
743,Original Frozen Ice Cream Tub #743,134.00,49
744,Salted Produce Red Apple #744,139.50,52
745,Spicy Meat Turkey Slice #745,221.00,55
746,Deluxe Bath Deodorant #746,151.25,58
747,Imported Clean Glass Cleaner #747,147.50,61
748,Natural Office Stapler #748,12.99,64
749,Organic Tech Power Bank #749,242.75,67
750,Premium Pet Pet Treats #750,210.25,70
751,Roasted Coffee Arabica Grounds #751,574.75,73
752,Sweet Tea Green Tea Bags #752,360.25,76
753,Light Snack Beef Jerky #753,35.25,79
754,Special Drink Coconut Water #754,65.50,82
755,Local Bakery Muffin #755,190.75,85
756,Fresh Dairy Mozzarella Ball #756,389.49,88
757,Classic Pantry Iodized Salt #757,419.50,91
758,Original Frozen Frozen Berries #758,498.99,94
759,Salted Produce Banana Bunch #759,156.25,97
760,Spicy Meat Pork Belly #760,147.99,5
761,Deluxe Bath Hand Sanitizer #761,88.49,8
762,Imported Clean Trash Bags #762,317.99,11
763,Natural Office Tape Roll #763,24.25,14
764,Organic Tech HDMI Cable #764,1264.00,17
765,Premium Pet Cat Litter #765,843.00,20
766,Roasted Coffee Cold Brew Concentrate #766,647.75,23
767,Sweet Tea Black Tea Loose #767,244.25,26
768,Light Snack Potato Chips #768,210.75,29
769,Special Drink Lemonade Bottle #769,164.75,32
770,Local Bakery Bagel #770,186.99,35
771,Fresh Dairy Butter Stick #771,308.49,38
772,Classic Pantry Black Pepper #772,494.49,41
773,Original Frozen French Fries #773,543.25,44
774,Salted Produce Cavendish #774,132.50,47
775,Spicy Meat Chicken Breast #775,1369.50,50
776,Deluxe Bath Bar Soap #776,280.49,53
777,Imported Clean Sponge Pack #777,131.50,56
778,Natural Office Eraser #778,152.50,59
779,Organic Tech Wireless Mouse #779,2214.00,62
780,Premium Pet Dog Toy #780,928.75,65
781,Roasted Coffee Instant Sachets #781,510.25,68
782,Sweet Tea Chamomile Pouch #782,104.25,71
783,Light Snack Tortilla Chips #783,114.00,74
784,Special Drink Mineral Water 500ml #784,89.50,77
785,Local Bakery Donut #785,216.49,80
786,Fresh Dairy Cream Cheese #786,259.00,83
787,Classic Pantry Vinegar Bottle #787,278.25,86
788,Original Frozen Chicken Nuggets #788,554.99,89
789,Salted Produce Green Lettuce #789,42.49,92
790,Spicy Meat Ground Beef #790,1423.99,95
791,Deluxe Bath Shampoo 200ml #791,250.00,98
792,Imported Clean Laundry Pod #792,240.25,6
793,Natural Office Marker Pen #793,143.25,9
794,Organic Tech Keyboard #794,1953.50,12
795,Premium Pet Pet Shampoo #795,782.99,15
796,Roasted Coffee Decaf Pods #796,89.25,18
797,Sweet Tea Matcha Powder #797,102.99,21
798,Light Snack Pretzel Sticks #798,51.50,24
799,Special Drink Soda Can 330ml #799,65.25,27
800,Local Bakery Sourdough Loaf #800,63.25,30
801,Fresh Dairy Whipping Cream #801,55.25,33
802,Classic Pantry Tomato Sauce #802,37.50,36
803,Original Frozen Fish Fillet #803,292.75,39
804,Salted Produce Cherry Tomato #804,101.49,42
805,Spicy Meat Bacon Strips #805,581.75,45
806,Deluxe Bath Conditioner 200ml #806,82.50,48
807,Imported Clean Dish Soap #807,409.49,51
808,Natural Office Ballpen Black #808,75.49,54
809,Organic Tech Webcam #809,2411.75,57
810,Premium Pet Aquarium Pellets #810,699.75,60
811,Roasted Coffee Mocha Mix #811,578.25,63
812,Sweet Tea Oolong Tin #812,324.00,66
813,Light Snack Cheese Crackers #813,207.25,69
814,Special Drink Iced Tea Bottle #814,127.49,72
815,Local Bakery Baguette #815,118.75,75
816,Fresh Dairy Whole Milk 1L #816,133.49,78
817,Classic Pantry Pasta 500g #817,243.50,81
818,Original Frozen Veggie Mix #818,348.00,84
819,Salted Produce Carrot Pack #819,170.25,87
820,Spicy Meat Pork Loin #820,716.49,90
821,Deluxe Bath Body Wash #821,78.75,93
822,Imported Clean All-Purpose Spray #822,271.25,96
823,Natural Office Notebook A5 #823,65.25,99
824,Organic Tech USB-C Cable #824,1819.00,7
825,Premium Pet Bird Seed #825,135.00,10
826,Roasted Coffee Latte Powder #826,264.75,13
827,Sweet Tea Earl Grey Box #827,177.50,16
828,Light Snack Granola Bar #828,194.00,19
829,Special Drink Energy Drink #829,172.99,22
830,Local Bakery Croissant #830,70.00,25
831,Fresh Dairy Skim Milk 1L #831,279.50,28
832,Classic Pantry Olive Oil 500ml #832,368.99,31
833,Original Frozen Frozen Dumplings #833,577.00,34
834,Salted Produce Sweet Onion #834,66.49,37
835,Spicy Meat Sausage Pack #835,632.75,40
836,Deluxe Bath Toothpaste #836,308.75,43
837,Imported Clean Bleach Bottle #837,102.25,46
838,Natural Office Sticky Notes #838,213.75,49
839,Organic Tech Phone Charger #839,663.49,52
840,Premium Pet Dog Food 1kg #840,471.00,55
841,Roasted Coffee Cappuccino Sticks #841,648.49,58
842,Sweet Tea Jasmine Pearls #842,280.75,61
843,Light Snack Trail Mix #843,75.99,64
844,Special Drink Sports Drink #844,171.00,67
845,Local Bakery Cinnamon Roll #845,66.50,70
846,Fresh Dairy Greek Yogurt #846,416.50,73
847,Classic Pantry Soy Sauce 1L #847,236.25,76
848,Original Frozen Frozen Pizza #848,591.75,79
849,Salted Produce Garlic Bulb #849,173.00,82
850,Spicy Meat Lamb Chops #850,143.99,85
851,Deluxe Bath Mouthwash #851,253.25,88
852,Imported Clean Floor Wax #852,171.75,91
853,Natural Office Highlighter #853,20.99,94
854,Organic Tech Earphones #854,1906.49,97
855,Premium Pet Cat Food 1kg #855,351.00,5
856,Roasted Coffee Espresso Beans #856,642.50,8
857,Sweet Tea Hibiscus Leaves #857,402.50,11
858,Light Snack Popcorn Bag #858,60.75,14
859,Special Drink Juice Box #859,114.99,17
860,Local Bakery Banana Bread #860,29.49,20
861,Fresh Dairy Cheddar Block #861,397.25,23
862,Classic Pantry Brown Sugar 1kg #862,112.00,26
863,Original Frozen Ice Cream Tub #863,390.75,29
864,Salted Produce Red Apple #864,115.50,32
865,Spicy Meat Turkey Slice #865,1068.99,35
866,Deluxe Bath Deodorant #866,310.99,38
867,Imported Clean Glass Cleaner #867,208.25,41
868,Natural Office Stapler #868,200.25,44
869,Organic Tech Power Bank #869,2474.00,47
870,Premium Pet Pet Treats #870,556.25,50
871,Roasted Coffee Arabica Grounds #871,339.00,53
872,Sweet Tea Green Tea Bags #872,381.99,56
873,Light Snack Beef Jerky #873,178.75,59
874,Special Drink Coconut Water #874,92.99,62
875,Local Bakery Muffin #875,128.49,65
876,Fresh Dairy Mozzarella Ball #876,301.49,68
877,Classic Pantry Iodized Salt #877,77.25,71
878,Original Frozen Frozen Berries #878,391.50,74
879,Salted Produce Banana Bunch #879,164.50,77
880,Spicy Meat Pork Belly #880,1344.00,80
881,Deluxe Bath Hand Sanitizer #881,60.00,83
882,Imported Clean Trash Bags #882,165.99,86
883,Natural Office Tape Roll #883,162.50,89
884,Organic Tech HDMI Cable #884,487.75,92
885,Premium Pet Cat Litter #885,100.75,95
886,Roasted Coffee Cold Brew Concentrate #886,306.99,98
887,Sweet Tea Black Tea Loose #887,356.00,6
888,Light Snack Potato Chips #888,111.00,9
889,Special Drink Lemonade Bottle #889,173.25,12
890,Local Bakery Bagel #890,89.99,15
891,Fresh Dairy Butter Stick #891,364.49,18
892,Classic Pantry Black Pepper #892,105.25,21
893,Original Frozen French Fries #893,310.99,24
894,Salted Produce Cavendish #894,47.75,27
895,Spicy Meat Chicken Breast #895,1470.75,30
896,Deluxe Bath Bar Soap #896,271.00,33
897,Imported Clean Sponge Pack #897,346.75,36
898,Natural Office Eraser #898,117.50,39
899,Organic Tech Wireless Mouse #899,1713.75,42
900,Premium Pet Dog Toy #900,357.25,45
901,Roasted Coffee Instant Sachets #901,121.25,48
902,Sweet Tea Chamomile Pouch #902,301.50,51
903,Light Snack Tortilla Chips #903,222.99,54
904,Special Drink Mineral Water 500ml #904,81.75,57
905,Local Bakery Donut #905,169.49,60
906,Fresh Dairy Cream Cheese #906,292.25,63
907,Classic Pantry Vinegar Bottle #907,300.49,66
908,Original Frozen Chicken Nuggets #908,597.50,69
909,Salted Produce Green Lettuce #909,110.50,72
910,Spicy Meat Ground Beef #910,986.49,75
911,Deluxe Bath Shampoo 200ml #911,347.75,78
912,Imported Clean Laundry Pod #912,267.75,81
913,Natural Office Marker Pen #913,76.50,84
914,Organic Tech Keyboard #914,2421.00,87
915,Premium Pet Pet Shampoo #915,739.75,90
916,Roasted Coffee Decaf Pods #916,335.50,93
917,Sweet Tea Matcha Powder #917,432.49,96
918,Light Snack Pretzel Sticks #918,164.25,99
919,Special Drink Soda Can 330ml #919,36.50,7
920,Local Bakery Sourdough Loaf #920,91.75,10
921,Fresh Dairy Whipping Cream #921,80.50,13
922,Classic Pantry Tomato Sauce #922,70.75,16
923,Original Frozen Fish Fillet #923,182.00,19
924,Salted Produce Cherry Tomato #924,123.75,22
925,Spicy Meat Bacon Strips #925,1255.75,25
926,Deluxe Bath Conditioner 200ml #926,315.99,28
927,Imported Clean Dish Soap #927,110.75,31
928,Natural Office Ballpen Black #928,218.00,34
929,Organic Tech Webcam #929,1520.25,37
930,Premium Pet Aquarium Pellets #930,381.00,40
931,Roasted Coffee Mocha Mix #931,139.00,43
932,Sweet Tea Oolong Tin #932,208.75,46
933,Light Snack Cheese Crackers #933,224.00,49
934,Special Drink Iced Tea Bottle #934,107.99,52
935,Local Bakery Baguette #935,102.50,55
936,Fresh Dairy Whole Milk 1L #936,222.99,58
937,Classic Pantry Pasta 500g #937,224.00,61
938,Original Frozen Veggie Mix #938,88.99,64
939,Salted Produce Carrot Pack #939,100.49,67
940,Spicy Meat Pork Loin #940,744.49,70
941,Deluxe Bath Body Wash #941,288.25,73
942,Imported Clean All-Purpose Spray #942,286.99,76
943,Natural Office Notebook A5 #943,195.99,79
944,Organic Tech USB-C Cable #944,2037.50,82
945,Premium Pet Bird Seed #945,325.50,85
946,Roasted Coffee Latte Powder #946,173.75,88
947,Sweet Tea Earl Grey Box #947,359.49,91
948,Light Snack Granola Bar #948,246.99,94
949,Special Drink Energy Drink #949,150.49,97
950,Local Bakery Croissant #950,135.99,5
951,Fresh Dairy Skim Milk 1L #951,279.75,8
952,Classic Pantry Olive Oil 500ml #952,147.49,11
953,Original Frozen Frozen Dumplings #953,416.00,14
954,Salted Produce Sweet Onion #954,148.99,17
955,Spicy Meat Sausage Pack #955,1044.25,20
956,Deluxe Bath Toothpaste #956,213.75,23
957,Imported Clean Bleach Bottle #957,197.50,26
958,Natural Office Sticky Notes #958,245.99,29
959,Organic Tech Phone Charger #959,1786.49,32
960,Premium Pet Dog Food 1kg #960,225.50,35
961,Roasted Coffee Cappuccino Sticks #961,595.99,38
962,Sweet Tea Jasmine Pearls #962,318.50,41
963,Light Snack Trail Mix #963,35.25,44
964,Special Drink Sports Drink #964,130.00,47
965,Local Bakery Cinnamon Roll #965,40.25,50
966,Fresh Dairy Greek Yogurt #966,390.99,53
967,Classic Pantry Soy Sauce 1L #967,322.49,56
968,Original Frozen Frozen Pizza #968,153.75,59
969,Salted Produce Garlic Bulb #969,36.25,62
970,Spicy Meat Lamb Chops #970,796.00,65
971,Deluxe Bath Mouthwash #971,221.50,68
972,Imported Clean Floor Wax #972,183.50,71
973,Natural Office Highlighter #973,61.99,74
974,Organic Tech Earphones #974,916.50,77
975,Premium Pet Cat Food 1kg #975,735.49,80
976,Roasted Coffee Espresso Beans #976,526.75,83
977,Sweet Tea Hibiscus Leaves #977,264.25,86
978,Light Snack Popcorn Bag #978,216.50,89
979,Special Drink Juice Box #979,153.99,92
980,Local Bakery Banana Bread #980,168.49,95
981,Fresh Dairy Cheddar Block #981,160.49,98
982,Classic Pantry Brown Sugar 1kg #982,98.50,6
983,Original Frozen Ice Cream Tub #983,494.25,9
984,Salted Produce Red Apple #984,39.50,12
985,Spicy Meat Turkey Slice #985,1261.00,15
986,Deluxe Bath Deodorant #986,144.75,18
987,Imported Clean Glass Cleaner #987,76.99,21
988,Natural Office Stapler #988,248.25,24
989,Organic Tech Power Bank #989,1710.25,27
990,Premium Pet Pet Treats #990,138.00,30
991,Roasted Coffee Arabica Grounds #991,55.49,33
992,Sweet Tea Green Tea Bags #992,96.00,36
993,Light Snack Beef Jerky #993,59.25,39
994,Special Drink Coconut Water #994,49.00,42
995,Local Bakery Muffin #995,78.49,45
996,Fresh Dairy Mozzarella Ball #996,234.00,48
997,Classic Pantry Iodized Salt #997,379.25,51
998,Original Frozen Frozen Berries #998,484.49,54
999,Salted Produce Banana Bunch #999,99.25,57
1000,Spicy Meat Pork Belly #1000,809.49,60
1001,Deluxe Bath Hand Sanitizer #1001,253.75,63
1002,Imported Clean Trash Bags #1002,388.25,66
1003,Natural Office Tape Roll #1003,109.00,69
1004,Organic Tech HDMI Cable #1004,1129.75,72
1005,Premium Pet Cat Litter #1005,852.00,75
1006,Roasted Coffee Cold Brew Concentrate #1006,398.49,78
